Scenario	NumAlleles	Number	GenoError	Code	NumLoc	part.dist	part.dist2	trimmed.part.dist	trimmed.part.dist2	trimmed.num	num.dupl.elems	num.dupl.when.trimmed	real.time.secs	user.time.secs
lotta_large	5	12	n	afADaamn	5	68	68	68	68	390	0	0	2.74	2.73
lotta_large	5	13	h	afADaanh	5	151	151	151	151	390	0	0	2.61	2.60
lotta_large	5	13	l	afADaanl	5	150	150	150	150	390	0	0	2.74	2.73
lotta_large	5	13	n	afADaann	5	150	150	150	150	390	0	0	2.70	2.69
lotta_large	5	14	h	afADaaoh	5	63	63	63	63	390	0	0	2.76	2.75
lotta_large	5	14	l	afADaaol	5	70	70	70	70	390	0	0	2.94	2.93
lotta_large	5	14	n	afADaaon	5	169	169	169	169	390	0	0	2.99	2.98
lotta_large	5	15	h	afADaaph	5	199	199	199	199	390	0	0	3.53	3.53
lotta_large	5	15	l	afADaapl	5	200	200	200	200	390	0	0	3.82	3.81
lotta_large	5	15	n	afADaapn	5	92	92	92	92	390	0	0	3.46	3.45
lotta_large	5	16	h	afADaaqh	5	64	64	64	64	390	0	0	3.09	3.08
lotta_large	5	16	l	afADaaql	5	64	64	64	64	390	0	0	3.17	3.16
lotta_large	5	16	n	afADaaqn	5	65	65	65	65	390	0	0	2.82	2.81
lotta_large	5	17	h	afADaarh	5	242	242	242	242	390	0	0	2.77	2.76
lotta_large	5	17	l	afADaarl	5	232	232	232	232	390	0	0	2.79	2.78
lotta_large	5	17	n	afADaarn	5	240	240	240	240	390	0	0	2.80	2.80
lotta_large	5	18	h	afADaash	5	26	26	26	26	390	0	0	2.93	2.92
lotta_large	5	18	l	afADaasl	5	89	89	89	89	390	0	0	2.83	2.81
lotta_large	5	18	n	afADaasn	5	19	19	19	19	390	0	0	2.91	2.91
lotta_large	5	19	h	afADaath	5	74	74	74	74	390	0	0	2.58	2.58
lotta_large	5	19	l	afADaatl	5	72	72	72	72	390	0	0	2.81	2.80
lotta_large	5	19	n	afADaatn	5	230	230	230	230	390	0	0	2.58	2.57
lotta_large	5	20	h	afADaauh	5	71	71	71	71	390	0	0	3.91	3.90
lotta_large	5	20	l	afADaaul	5	29	29	29	29	390	0	0	3.31	3.30
lotta_large	5	20	n	afADaaun	5	28	28	28	28	390	0	0	3.52	3.51
lotta_large	5	21	h	afADaavh	5	25	25	25	25	390	0	0	3.38	3.37
lotta_large	5	21	l	afADaavl	5	14	14	14	14	390	0	0	3.64	3.63
lotta_large	5	21	n	afADaavn	5	135	135	135	135	390	0	0	3.66	3.65
lotta_large	5	22	h	afADaawh	5	23	23	23	23	390	0	0	2.78	2.78
lotta_large	5	22	l	afADaawl	5	10	10	10	10	390	0	0	2.73	2.72
lotta_large	5	22	n	afADaawn	5	27	27	27	27	390	0	0	2.73	2.72
lotta_large	5	23	h	afADaaxh	5	99	99	99	99	390	0	0	3.40	3.39
lotta_large	5	23	l	afADaaxl	5	34	34	34	34	390	0	0	2.81	2.80
lotta_large	5	23	n	afADaaxn	5	29	29	29	29	390	0	0	2.83	2.83
lotta_large	5	24	h	afADaayh	5	39	39	39	39	390	0	0	2.74	2.73
lotta_large	5	24	l	afADaayl	5	124	124	124	124	390	0	0	2.75	2.75
lotta_large	5	24	n	afADaayn	5	161	161	161	161	390	0	0	2.76	2.76
lotta_large	5	25	h	afADaazh	5	146	146	146	146	390	0	0	3.03	3.02
lotta_large	5	25	l	afADaazl	5	211	211	211	211	390	0	0	2.79	2.78
lotta_large	5	25	n	afADaazn	5	211	211	211	211	390	0	0	3.15	3.15
lotta_large	5	26	h	afADabah	5	86	86	86	86	390	0	0	3.56	3.55
lotta_large	5	26	l	afADabal	5	80	80	80	80	390	0	0	2.73	2.72
lotta_large	5	26	n	afADaban	5	180	180	180	180	390	0	0	2.81	2.80
lotta_large	5	27	h	afADabbh	5	139	139	139	139	390	0	0	3.43	3.42
lotta_large	5	27	l	afADabbl	5	133	133	133	133	390	0	0	2.92	2.91
lotta_large	5	27	n	afADabbn	5	140	140	140	140	390	0	0	3.03	3.02
lotta_large	5	28	h	afADabch	5	7	7	7	7	390	0	0	2.91	2.90
lotta_large	5	28	l	afADabcl	5	1	1	1	1	390	0	0	3.20	3.19
lotta_large	5	28	n	afADabcn	5	5	5	5	5	390	0	0	3.47	3.46
lotta_large	5	29	h	afADabdh	5	146	146	146	146	390	0	0	3.12	3.12
lotta_large	5	29	l	afADabdl	5	140	140	140	140	390	0	0	3.24	3.23
lotta_large	5	29	n	afADabdn	5	150	150	150	150	390	0	0	3.18	3.17
lotta_large	5	30	h	afADabeh	5	42	42	42	42	390	0	0	2.95	2.94
lotta_large	5	30	l	afADabel	5	42	42	42	42	390	0	0	3.03	3.02
lotta_large	5	30	n	afADaben	5	43	43	43	43	390	0	0	3.79	3.78
lotta_large	5	31	h	afADabfh	5	151	151	151	151	390	0	0	3.46	3.45
lotta_large	5	31	l	afADabfl	5	149	149	149	149	390	0	0	3.08	3.08
lotta_large	5	31	n	afADabfn	5	150	150	150	150	390	0	0	3.01	3.00
lotta_large	5	32	h	afADabgh	5	40	40	40	40	390	0	0	2.81	2.81
lotta_large	5	32	l	afADabgl	5	33	33	33	33	390	0	0	2.87	2.87
lotta_large	5	32	n	afADabgn	5	29	29	29	29	390	0	0	3.37	3.35
lotta_large	5	33	h	afADabhh	5	220	220	220	220	390	0	0	3.45	3.43
lotta_large	5	33	l	afADabhl	5	219	219	219	219	390	0	0	3.22	3.20
lotta_large	5	33	n	afADabhn	5	219	219	219	219	390	0	0	3.63	3.62
lotta_large	5	34	h	afADabih	5	31	31	31	31	390	0	0	2.53	2.52
lotta_large	5	34	l	afADabil	5	21	21	21	21	390	0	0	2.76	2.75
lotta_large	5	34	n	afADabin	5	31	31	31	31	390	0	0	3.01	3.00
lotta_large	5	35	h	afADabjh	5	131	131	131	131	390	0	0	2.63	2.62
lotta_large	5	35	l	afADabjl	5	20	20	20	20	390	0	0	3.41	3.40
lotta_large	5	35	n	afADabjn	5	20	20	20	20	390	0	0	3.03	3.02
lotta_large	5	36	h	afADabkh	5	30	30	30	30	390	0	0	2.96	2.94
lotta_large	5	36	l	afADabkl	5	31	31	31	31	390	0	0	3.35	3.33
lotta_large	5	36	n	afADabkn	5	67	67	67	67	390	0	0	3.27	3.25
lotta_large	5	37	h	afADablh	5	74	74	74	74	390	0	0	3.20	3.19
lotta_large	5	37	l	afADabll	5	53	53	53	53	390	0	0	3.46	3.45
lotta_large	5	37	n	afADabln	5	118	118	118	118	390	0	0	3.40	3.39
lotta_large	5	38	h	afADabmh	5	119	119	119	119	390	0	0	2.99	2.98
lotta_large	5	38	l	afADabml	5	232	232	232	232	390	0	0	3.45	3.44
lotta_large	5	38	n	afADabmn	5	212	212	212	212	390	0	0	3.38	3.37
lotta_large	5	39	h	afADabnh	5	26	26	26	26	390	0	0	2.97	2.93
lotta_large	5	39	l	afADabnl	5	21	21	21	21	390	0	0	3.84	3.83
lotta_large	5	39	n	afADabnn	5	20	20	20	20	390	0	0	3.66	3.65
lotta_large	5	40	h	afADaboh	5	26	26	26	26	390	0	0	3.36	3.35
lotta_large	5	40	l	afADabol	5	98	98	98	98	390	0	0	3.11	3.10
lotta_large	5	40	n	afADabon	5	99	99	99	99	390	0	0	3.27	3.26
lotta_large	5	41	h	afADabph	5	21	21	21	21	390	0	0	3.40	3.39
lotta_large	5	41	l	afADabpl	5	8	8	8	8	390	0	0	3.19	3.18
lotta_large	5	41	n	afADabpn	5	50	50	50	50	390	0	0	3.56	3.55
lotta_large	5	42	h	afADabqh	5	7	7	7	7	390	0	0	3.33	3.32
lotta_large	5	42	l	afADabql	5	53	53	53	53	390	0	0	2.56	2.56
lotta_large	5	42	n	afADabqn	5	64	64	64	64	390	0	0	2.57	2.56
lotta_large	5	43	h	afADabrh	5	98	98	98	98	390	0	0	2.75	2.74
lotta_large	5	43	l	afADabrl	5	93	93	93	93	390	0	0	2.57	2.56
lotta_large	5	43	n	afADabrn	5	8	8	8	8	390	0	0	2.74	2.74
lotta_large	5	44	h	afADabsh	5	7	7	7	7	390	0	0	2.66	2.66
lotta_large	5	44	l	afADabsl	5	40	40	40	40	390	0	0	3.45	3.44
lotta_large	5	44	n	afADabsn	5	1	1	1	1	390	0	0	3.04	3.03
lotta_large	5	45	h	afADabth	5	74	74	74	74	390	0	0	3.10	3.09
lotta_large	5	45	l	afADabtl	5	70	70	70	70	390	0	0	3.85	3.84
lotta_large	5	45	n	afADabtn	5	65	65	65	65	390	0	0	3.66	3.65
lotta_large	5	46	h	afADabuh	5	44	44	44	44	390	0	0	3.32	3.31
lotta_large	5	46	l	afADabul	5	119	119	119	119	390	0	0	2.94	2.93
lotta_large	5	46	n	afADabun	5	50	50	50	50	390	0	0	3.41	3.40
lotta_large	5	47	h	afADabvh	5	167	167	167	167	390	0	0	2.94	2.93
lotta_large	5	47	l	afADabvl	5	125	125	125	125	390	0	0	3.02	3.01
lotta_large	5	47	n	afADabvn	5	142	142	142	142	390	0	0	3.23	3.23
lotta_large	5	48	h	afADabwh	5	71	71	71	71	390	0	0	2.74	2.73
lotta_large	5	48	l	afADabwl	5	27	27	27	27	390	0	0	2.81	2.80
lotta_large	5	48	n	afADabwn	5	21	21	21	21	390	0	0	2.73	2.72
lotta_large	5	49	h	afADabxh	5	50	50	50	50	390	0	0	3.15	3.14
lotta_large	5	49	l	afADabxl	5	50	50	50	50	390	0	0	3.61	3.60
lotta_large	5	49	n	afADabxn	5	50	50	50	50	390	0	0	3.66	3.65
lotta_large	5	50	h	afADabyh	5	29	29	29	29	390	0	0	3.13	3.12
lotta_large	5	50	l	afADabyl	5	29	29	29	29	390	0	0	3.10	3.10
lotta_large	5	50	n	afADabyn	5	67	67	67	67	390	0	0	3.40	3.39
nosibs	5	1	h	afAEaabh	5	12	12	5	5	7	0	0	0.16	0.16
nosibs	5	1	l	afAEaabl	5	15	15	10	10	13	0	0	0.16	0.16
nosibs	5	1	n	afAEaabn	5	17	17	12	12	16	0	0	0.16	0.16
nosibs	5	2	h	afAEaach	5	13	13	8	8	12	0	0	0.16	0.16
nosibs	5	2	l	afAEaacl	5	20	20	14	14	19	0	0	0.16	0.16
nosibs	5	2	n	afAEaacn	5	19	19	14	14	20	0	0	0.16	0.16
nosibs	5	3	h	afAEaadh	5	11	11	7	7	10	0	0	0.16	0.16
nosibs	5	3	l	afAEaadl	5	7	7	3	3	4	0	0	0.16	0.16
nosibs	5	3	n	afAEaadn	5	11	11	5	5	7	0	0	0.16	0.16
nosibs	5	4	h	afAEaaeh	5	12	12	9	9	12	0	0	0.16	0.16
nosibs	5	4	l	afAEaael	5	16	16	9	9	12	0	0	0.16	0.16
nosibs	5	4	n	afAEaaen	5	17	17	11	11	15	0	0	0.16	0.16
nosibs	5	5	h	afAEaafh	5	13	13	4	4	6	0	0	0.16	0.15
nosibs	5	5	l	afAEaafl	5	13	13	5	5	7	0	0	0.16	0.16
nosibs	5	5	n	afAEaafn	5	16	16	9	9	12	0	0	0.16	0.16
nosibs	5	6	h	afAEaagh	5	21	21	18	18	22	0	0	0.16	0.16
nosibs	5	6	l	afAEaagl	5	17	17	14	14	17	0	0	0.16	0.16
nosibs	5	6	n	afAEaagn	5	17	17	13	13	16	0	0	0.16	0.16
nosibs	5	7	h	afAEaahh	5	13	13	8	8	10	0	0	0.16	0.16
nosibs	5	7	l	afAEaahl	5	15	15	9	9	11	0	0	0.16	0.16
nosibs	5	7	n	afAEaahn	5	16	16	12	12	16	0	0	0.16	0.16
nosibs	5	8	h	afAEaaih	5	15	15	6	6	9	0	0	0.16	0.16
nosibs	5	8	l	afAEaail	5	21	21	14	14	19	0	0	0.16	0.16
nosibs	5	8	n	afAEaain	5	12	12	6	6	8	0	0	0.16	0.16
nosibs	5	9	h	afAEaajh	5	12	12	6	6	9	0	0	0.16	0.16
nosibs	5	9	l	afAEaajl	5	15	15	9	9	12	0	0	0.16	0.16
nosibs	5	9	n	afAEaajn	5	15	15	9	9	12	0	0	0.16	0.16
nosibs	5	10	h	afAEaakh	5	18	18	15	15	20	0	0	0.16	0.16
nosibs	5	10	l	afAEaakl	5	16	16	10	10	14	0	0	0.16	0.16
nosibs	5	10	n	afAEaakn	5	16	16	10	10	14	0	0	0.16	0.16
nosibs	5	11	h	afAEaalh	5	23	23	18	18	24	0	0	0.16	0.16
nosibs	5	11	l	afAEaall	5	30	30	28	28	36	0	0	0.16	0.16
nosibs	5	11	n	afAEaaln	5	29	29	25	25	31	0	0	0.16	0.16
nosibs	5	12	h	afAEaamh	5	16	16	10	10	14	0	0	0.16	0.15
nosibs	5	12	l	afAEaaml	5	17	17	11	11	15	0	0	0.16	0.16
nosibs	5	12	n	afAEaamn	5	18	18	9	9	12	0	0	0.16	0.15
nosibs	5	13	h	afAEaanh	5	21	21	14	14	20	0	0	0.16	0.16
nosibs	5	13	l	afAEaanl	5	24	24	15	15	21	0	0	0.16	0.16
nosibs	5	13	n	afAEaann	5	24	24	18	18	25	0	0	0.16	0.16
nosibs	5	14	h	afAEaaoh	5	10	10	2	2	3	0	0	0.16	0.16
nosibs	5	14	l	afAEaaol	5	11	11	4	4	6	0	0	0.16	0.16
nosibs	5	14	n	afAEaaon	5	13	13	4	4	6	0	0	0.16	0.16
nosibs	5	15	h	afAEaaph	5	13	13	4	4	6	0	0	0.16	0.16
nosibs	5	15	l	afAEaapl	5	16	16	6	6	9	0	0	0.16	0.16
nosibs	5	15	n	afAEaapn	5	18	18	8	8	12	0	0	0.16	0.16
nosibs	5	16	h	afAEaaqh	5	15	15	6	6	9	0	0	0.16	0.16
nosibs	5	16	l	afAEaaql	5	11	11	2	2	3	0	0	0.16	0.16
nosibs	5	16	n	afAEaaqn	5	15	15	9	9	12	0	0	0.16	0.16
nosibs	5	17	h	afAEaarh	5	16	16	7	7	9	0	0	0.16	0.16
nosibs	5	17	l	afAEaarl	5	11	11	2	2	3	0	0	0.16	0.15
nosibs	5	17	n	afAEaarn	5	12	12	2	2	3	0	0	0.16	0.16
nosibs	5	18	h	afAEaash	5	22	22	12	12	16	0	0	0.16	0.16
nosibs	5	18	l	afAEaasl	5	26	26	19	19	22	0	0	0.16	0.15
nosibs	5	18	n	afAEaasn	5	21	21	14	14	19	0	0	0.16	0.15
nosibs	5	19	h	afAEaath	5	14	14	9	9	12	0	0	0.16	0.16
nosibs	5	19	l	afAEaatl	5	20	20	13	13	16	0	0	0.16	0.16
nosibs	5	19	n	afAEaatn	5	20	20	12	12	14	0	0	0.16	0.16
nosibs	5	20	h	afAEaauh	5	8	8	NA	NA	0	0	0	0.16	0.15
nosibs	5	20	l	afAEaaul	5	16	16	10	10	15	0	0	0.16	0.15
nosibs	5	20	n	afAEaaun	5	11	11	4	4	6	0	0	0.16	0.15
nosibs	5	21	h	afAEaavh	5	16	16	6	6	9	0	0	0.16	0.16
nosibs	5	21	l	afAEaavl	5	20	20	11	11	15	0	0	0.16	0.16
nosibs	5	21	n	afAEaavn	5	18	18	9	9	13	0	0	0.16	0.16
nosibs	5	22	h	afAEaawh	5	9	9	4	4	6	0	0	0.16	0.16
nosibs	5	22	l	afAEaawl	5	14	14	6	6	8	0	0	0.16	0.16
nosibs	5	22	n	afAEaawn	5	10	10	5	5	7	0	0	0.16	0.16
nosibs	5	23	h	afAEaaxh	5	12	12	4	4	6	0	0	0.16	0.16
nosibs	5	23	l	afAEaaxl	5	12	12	5	5	7	0	0	0.16	0.16
nosibs	5	23	n	afAEaaxn	5	12	12	4	4	6	0	0	0.16	0.16
nosibs	5	24	h	afAEaayh	5	17	17	10	10	14	0	0	0.16	0.16
nosibs	5	24	l	afAEaayl	5	15	15	6	6	9	0	0	0.16	0.16
nosibs	5	24	n	afAEaayn	5	14	14	6	6	9	0	0	0.16	0.16
nosibs	5	25	h	afAEaazh	5	18	18	9	9	12	0	0	0.16	0.16
nosibs	5	25	l	afAEaazl	5	15	15	5	5	7	0	0	0.16	0.16
nosibs	5	25	n	afAEaazn	5	15	15	5	5	7	0	0	0.16	0.16
nosibs	5	26	h	afAEabah	5	17	17	11	11	15	0	0	0.16	0.16
nosibs	5	26	l	afAEabal	5	21	21	13	13	17	0	0	0.16	0.16
nosibs	5	26	n	afAEaban	5	20	20	11	11	14	0	0	0.16	0.16
nosibs	5	27	h	afAEabbh	5	17	17	14	14	19	0	0	0.16	0.15
nosibs	5	27	l	afAEabbl	5	18	18	13	13	17	0	0	0.17	0.15
nosibs	5	27	n	afAEabbn	5	15	15	12	12	16	0	0	0.16	0.16
nosibs	5	28	h	afAEabch	5	12	12	4	4	6	0	0	0.16	0.16
nosibs	5	28	l	afAEabcl	5	14	14	10	10	14	0	0	0.16	0.16
nosibs	5	28	n	afAEabcn	5	14	14	10	10	14	0	0	0.16	0.16
nosibs	5	29	h	afAEabdh	5	14	14	8	8	10	0	0	0.16	0.16
nosibs	5	29	l	afAEabdl	5	14	14	8	8	12	0	0	0.16	0.16
nosibs	5	29	n	afAEabdn	5	13	13	6	6	9	0	0	0.16	0.16
nosibs	5	30	h	afAEabeh	5	12	12	4	4	6	0	0	0.18	0.16
nosibs	5	30	l	afAEabel	5	24	24	19	19	25	0	0	0.16	0.16
nosibs	5	30	n	afAEaben	5	21	21	16	16	22	0	0	0.16	0.16
nosibs	5	31	h	afAEabfh	5	15	15	8	8	11	0	0	0.16	0.15
nosibs	5	31	l	afAEabfl	5	18	18	11	11	15	0	0	0.16	0.15
nosibs	5	31	n	afAEabfn	5	19	19	12	12	16	0	0	0.16	0.15
nosibs	5	32	h	afAEabgh	5	17	17	12	12	16	0	0	0.16	0.16
nosibs	5	32	l	afAEabgl	5	16	16	9	9	13	0	0	0.16	0.16
nosibs	5	32	n	afAEabgn	5	17	17	11	11	16	0	0	0.16	0.16
nosibs	5	33	h	afAEabhh	5	10	10	4	4	6	0	0	0.16	0.16
nosibs	5	33	l	afAEabhl	5	9	9	4	4	6	0	0	0.16	0.16
nosibs	5	33	n	afAEabhn	5	11	11	9	9	13	0	0	0.16	0.16
nosibs	5	34	h	afAEabih	5	12	12	6	6	8	0	0	0.16	0.16
nosibs	5	34	l	afAEabil	5	18	18	11	11	16	0	0	0.16	0.16
nosibs	5	34	n	afAEabin	5	22	22	15	15	20	0	0	0.16	0.16
nosibs	5	35	h	afAEabjh	5	11	11	7	7	9	0	0	0.16	0.15
nosibs	5	35	l	afAEabjl	5	12	12	8	8	12	0	0	0.16	0.16
nosibs	5	35	n	afAEabjn	5	16	16	12	12	16	0	0	0.16	0.16
nosibs	5	36	h	afAEabkh	5	16	16	7	7	9	0	0	0.16	0.16
nosibs	5	36	l	afAEabkl	5	19	19	9	9	13	0	0	0.16	0.16
nosibs	5	36	n	afAEabkn	5	14	14	6	6	9	0	0	0.16	0.16
nosibs	5	37	h	afAEablh	5	14	14	6	6	9	0	0	0.16	0.15
nosibs	5	37	l	afAEabll	5	12	12	4	4	6	0	0	0.16	0.15
nosibs	5	37	n	afAEabln	5	16	16	9	9	13	0	0	0.16	0.15
nosibs	5	38	h	afAEabmh	5	12	12	4	4	6	0	0	0.16	0.16
nosibs	5	38	l	afAEabml	5	22	22	10	10	14	0	0	0.16	0.16
nosibs	5	38	n	afAEabmn	5	21	21	9	9	12	0	0	0.16	0.16
nosibs	5	39	h	afAEabnh	5	21	21	13	13	17	0	0	0.16	0.16
nosibs	5	39	l	afAEabnl	5	28	28	22	22	28	0	0	0.16	0.16
nosibs	5	39	n	afAEabnn	5	31	31	25	25	31	0	0	0.16	0.16
nosibs	5	40	h	afAEaboh	5	22	22	8	8	11	0	0	0.16	0.15
nosibs	5	40	l	afAEabol	5	23	23	9	9	13	0	0	0.16	0.15
nosibs	5	40	n	afAEabon	5	28	28	19	19	27	0	0	0.16	0.16
nosibs	5	41	h	afAEabph	5	20	20	9	9	12	0	0	0.16	0.16
nosibs	5	41	l	afAEabpl	5	24	24	18	18	23	0	0	0.16	0.16
nosibs	5	41	n	afAEabpn	5	27	27	20	20	25	0	0	0.16	0.16
nosibs	5	42	h	afAEabqh	5	25	25	16	16	20	0	0	0.16	0.16
nosibs	5	42	l	afAEabql	5	26	26	20	20	24	0	0	0.16	0.16
nosibs	5	42	n	afAEabqn	5	23	23	17	17	21	0	0	0.16	0.16
nosibs	5	43	h	afAEabrh	5	23	23	19	19	25	0	0	0.16	0.16
nosibs	5	43	l	afAEabrl	5	20	20	15	15	19	0	0	0.18	0.16
nosibs	5	43	n	afAEabrn	5	20	20	13	13	16	0	0	0.16	0.15
nosibs	5	44	h	afAEabsh	5	12	12	2	2	3	0	0	0.16	0.15
nosibs	5	44	l	afAEabsl	5	16	16	4	4	5	0	0	0.16	0.15
nosibs	5	44	n	afAEabsn	5	16	16	4	4	5	0	0	0.16	0.15
nosibs	5	45	h	afAEabth	5	12	12	2	2	3	0	0	0.16	0.16
nosibs	5	45	l	afAEabtl	5	15	15	7	7	10	0	0	0.16	0.16
nosibs	5	45	n	afAEabtn	5	17	17	7	7	10	0	0	0.16	0.16
nosibs	5	46	h	afAEabuh	5	20	20	8	8	11	0	0	0.16	0.15
nosibs	5	46	l	afAEabul	5	17	17	6	6	9	0	0	0.16	0.15
nosibs	5	46	n	afAEabun	5	22	22	8	8	12	0	0	0.16	0.15
nosibs	5	47	h	afAEabvh	5	16	16	7	7	10	0	0	0.16	0.16
nosibs	5	47	l	afAEabvl	5	16	16	10	10	14	0	0	0.16	0.16
nosibs	5	47	n	afAEabvn	5	25	25	17	17	24	0	0	0.16	0.16
nosibs	5	48	h	afAEabwh	5	18	18	12	12	16	0	0	0.16	0.16
nosibs	5	48	l	afAEabwl	5	17	17	9	9	12	0	0	0.16	0.16
nosibs	5	48	n	afAEabwn	5	17	17	13	13	17	0	0	0.16	0.15
nosibs	5	49	h	afAEabxh	5	11	11	4	4	6	0	0	0.16	0.15
nosibs	5	49	l	afAEabxl	5	15	15	8	8	12	0	0	0.16	0.15
nosibs	5	49	n	afAEabxn	5	13	13	6	6	9	0	0	0.16	0.15
nosibs	5	50	h	afAEabyh	5	5	5	NA	NA	0	0	0	0.16	0.16
nosibs	5	50	l	afAEabyl	5	8	8	2	2	3	0	0	0.16	0.16
nosibs	5	50	n	afAEabyn	5	6	6	NA	NA	0	0	0	0.16	0.16
onelarge_noh	5	1	h	afAFaabh	5	15	15	9	9	37	0	0	0.15	0.15
onelarge_noh	5	1	l	afAFaabl	5	19	19	16	16	33	0	0	0.15	0.15
onelarge_noh	5	1	n	afAFaabn	5	7	7	2	2	33	0	0	0.15	0.15
onelarge_noh	5	2	h	afAFaach	5	30	30	27	27	37	0	0	0.15	0.15
onelarge_noh	5	2	l	afAFaacl	5	31	31	26	26	33	0	0	0.15	0.15
onelarge_noh	5	2	n	afAFaacn	5	20	20	18	18	34	0	0	0.15	0.15
onelarge_noh	5	3	h	afAFaadh	5	15	15	12	12	30	0	0	0.17	0.15
onelarge_noh	5	3	l	afAFaadl	5	21	21	19	19	33	0	0	0.15	0.15
onelarge_noh	5	3	n	afAFaadn	5	3	3	0	0	30	0	0	0.15	0.15
onelarge_noh	5	4	h	afAFaaeh	5	23	23	18	18	34	0	0	0.15	0.15
onelarge_noh	5	4	l	afAFaael	5	25	25	22	22	39	0	0	0.15	0.15
onelarge_noh	5	4	n	afAFaaen	5	13	13	7	7	37	0	0	0.15	0.15
onelarge_noh	5	5	h	afAFaafh	5	19	19	13	13	35	0	0	0.16	0.15
onelarge_noh	5	5	l	afAFaafl	5	10	10	8	8	40	0	0	0.15	0.15
onelarge_noh	5	5	n	afAFaafn	5	9	9	6	6	37	0	0	0.15	0.15
onelarge_noh	5	6	h	afAFaagh	5	28	28	25	25	39	0	0	0.15	0.15
onelarge_noh	5	6	l	afAFaagl	5	30	30	25	25	39	0	0	0.15	0.15
onelarge_noh	5	6	n	afAFaagn	5	34	34	30	30	42	0	0	0.15	0.15
onelarge_noh	5	7	h	afAFaahh	5	23	23	23	23	35	0	0	0.15	0.15
onelarge_noh	5	7	l	afAFaahl	5	17	17	13	13	31	0	0	0.15	0.15
onelarge_noh	5	7	n	afAFaahn	5	6	6	3	3	31	0	0	0.15	0.15
onelarge_noh	5	8	h	afAFaaih	5	27	27	22	22	33	0	0	0.15	0.15
onelarge_noh	5	8	l	afAFaail	5	30	30	27	27	40	0	0	0.15	0.15
onelarge_noh	5	8	n	afAFaain	5	31	31	25	25	40	0	0	0.15	0.15
onelarge_noh	5	9	h	afAFaajh	5	12	12	9	9	33	0	0	0.15	0.15
onelarge_noh	5	9	l	afAFaajl	5	19	19	15	15	30	0	0	0.17	0.15
onelarge_noh	5	9	n	afAFaajn	5	19	19	15	15	30	0	0	0.15	0.15
onelarge_noh	5	10	h	afAFaakh	5	12	12	9	9	41	0	0	0.15	0.15
onelarge_noh	5	10	l	afAFaakl	5	17	17	10	10	34	0	0	0.15	0.15
onelarge_noh	5	10	n	afAFaakn	5	10	10	5	5	37	0	0	0.15	0.15
onelarge_noh	5	11	h	afAFaalh	5	25	25	24	24	34	0	0	0.15	0.15
onelarge_noh	5	11	l	afAFaall	5	29	29	24	24	34	0	0	0.15	0.15
onelarge_noh	5	11	n	afAFaaln	5	31	31	26	26	37	0	0	0.15	0.15
onelarge_noh	5	12	h	afAFaamh	5	29	29	26	26	40	0	0	0.15	0.15
onelarge_noh	5	12	l	afAFaaml	5	28	28	22	22	40	0	0	0.15	0.15
onelarge_noh	5	12	n	afAFaamn	5	13	13	8	8	39	0	0	0.15	0.15
onelarge_noh	5	13	h	afAFaanh	5	11	11	5	5	37	0	0	0.15	0.15
onelarge_noh	5	13	l	afAFaanl	5	14	14	8	8	41	0	0	0.15	0.15
onelarge_noh	5	13	n	afAFaann	5	12	12	7	7	39	0	0	0.15	0.15
onelarge_noh	5	14	h	afAFaaoh	5	28	28	26	26	37	0	0	0.15	0.15
onelarge_noh	5	14	l	afAFaaol	5	30	30	30	30	41	0	0	0.15	0.15
onelarge_noh	5	14	n	afAFaaon	5	29	29	28	28	41	0	0	0.15	0.15
onelarge_noh	5	15	h	afAFaaph	5	24	24	23	23	39	0	0	0.15	0.15
onelarge_noh	5	15	l	afAFaapl	5	22	22	19	19	35	0	0	0.15	0.15
onelarge_noh	5	15	n	afAFaapn	5	6	6	3	3	34	0	0	0.17	0.15
onelarge_noh	5	16	h	afAFaaqh	5	27	27	23	23	31	0	0	0.15	0.15
onelarge_noh	5	16	l	afAFaaql	5	29	29	26	26	36	0	0	0.15	0.15
onelarge_noh	5	16	n	afAFaaqn	5	28	28	24	24	34	0	0	0.15	0.15
onelarge_noh	5	17	h	afAFaarh	5	12	12	9	9	41	0	0	0.15	0.15
onelarge_noh	5	17	l	afAFaarl	5	11	11	5	5	37	0	0	0.15	0.15
onelarge_noh	5	17	n	afAFaarn	5	11	11	6	6	38	0	0	0.15	0.15
onelarge_noh	5	18	h	afAFaash	5	28	28	26	26	39	0	0	0.15	0.15
onelarge_noh	5	18	l	afAFaasl	5	22	22	18	18	34	0	0	0.15	0.15
onelarge_noh	5	18	n	afAFaasn	5	23	23	21	21	41	0	0	0.18	0.15
onelarge_noh	5	19	h	afAFaath	5	31	31	27	27	39	0	0	0.17	0.15
onelarge_noh	5	19	l	afAFaatl	5	12	12	7	7	34	0	0	0.15	0.15
onelarge_noh	5	19	n	afAFaatn	5	13	13	8	8	38	0	0	0.15	0.15
onelarge_noh	5	20	h	afAFaauh	5	23	23	20	20	34	0	0	0.15	0.15
onelarge_noh	5	20	l	afAFaaul	5	16	16	10	10	37	0	0	0.15	0.15
onelarge_noh	5	20	n	afAFaaun	5	16	16	12	12	40	0	0	0.15	0.15
onelarge_noh	5	21	h	afAFaavh	5	29	29	25	25	40	0	0	0.15	0.15
onelarge_noh	5	21	l	afAFaavl	5	29	29	28	28	40	0	0	0.15	0.15
